id,label
/home/an/spbu_deep_learning/classification/splitted/test/7bf4aff3-dccc-463e-8cb5-19c76c793426.png,4
/home/an/spbu_deep_learning/classification/splitted/test/6cc70d3d-9d00-4df9-b939-1b9a8ee35106.png,4
/home/an/spbu_deep_learning/classification/splitted/test/3109f5af-f69a-4fa0-90a1-64d5a2563534.png,3
/home/an/spbu_deep_learning/classification/splitted/test/d8220285-c848-4a83-a2b4-8636a62c8ee7.png,5
/home/an/spbu_deep_learning/classification/splitted/test/a0b7d176-bce3-48d1-a402-90712560f367.png,4
/home/an/spbu_deep_learning/classification/splitted/test/451ba269-7105-4cf5-8408-12aae4eafa71.jpg,14
/home/an/spbu_deep_learning/classification/splitted/test/de74dd15-80a8-4abd-b33e-bb1a99f1a100.png,10
/home/an/spbu_deep_learning/classification/splitted/test/cdda675e-8bfa-49fe-b2af-0d95013a8529.png,13
/home/an/spbu_deep_learning/classification/splitted/test/4a8e41f2-7aea-4aa1-aada-88f6189e2934.png,5
/home/an/spbu_deep_learning/classification/splitted/test/9971041f-4b3f-4267-8588-45f4cadfe690.png,11
/home/an/spbu_deep_learning/classification/splitted/test/68fd1169-e305-4835-937b-072b4e83e3f5.jpg,16
/home/an/spbu_deep_learning/classification/splitted/test/5eafa5c4-1fb0-4093-9305-6da096d30442.png,1
/home/an/spbu_deep_learning/classification/splitted/test/992d47d5-292f-469a-b91b-4f74892fc014.png,16
/home/an/spbu_deep_learning/classification/splitted/test/101a6e79-7cc7-43e5-bdbd-792eeec82880.png,4
/home/an/spbu_deep_learning/classification/splitted/test/7c1a5ef2-76f4-4b5d-b215-cedf9700db04.jpg,14
/home/an/spbu_deep_learning/classification/splitted/test/7d0d3ec6-9a1c-419e-8780-253e0035e252.png,8
/home/an/spbu_deep_learning/classification/splitted/test/90df3f4d-3a48-48ff-a52b-a5075cfe52b5.png,6
/home/an/spbu_deep_learning/classification/splitted/test/2cabe7f2-ec17-4055-b581-4e4aaf7478c0.jpg,13
/home/an/spbu_deep_learning/classification/splitted/test/1600d2e7-050f-44f5-bf95-7c4f78280da1.jpg,2
/home/an/spbu_deep_learning/classification/splitted/test/4157d2b8-d67c-447a-ab25-4f46e4a42187.png,8
/home/an/spbu_deep_learning/classification/splitted/test/92b57343-d9e5-457d-a3b6-c287fd78a1b9.png,2
/home/an/spbu_deep_learning/classification/splitted/test/2cc3a47a-9c69-419c-97de-ddc8400a862c.png,1
/home/an/spbu_deep_learning/classification/splitted/test/2bfaf3dd-d5ee-4dd6-870a-21d82d0d6680.png,4
/home/an/spbu_deep_learning/classification/splitted/test/47c37a3f-937e-458a-a8e5-d182d91e1023.jpg,13
/home/an/spbu_deep_learning/classification/splitted/test/b9450317-bb6f-4739-b0ff-f30cb182266e.png,8
/home/an/spbu_deep_learning/classification/splitted/test/3c3d3180-c8fa-484c-a23d-b98f26676c0e.jpg,14
/home/an/spbu_deep_learning/classification/splitted/test/d86bf090-d582-4a26-b632-f4e16480164a.png,16
/home/an/spbu_deep_learning/classification/splitted/test/6039bf8a-d10f-449e-bf14-59a1b22cc4a0.png,10
/home/an/spbu_deep_learning/classification/splitted/test/1ac9d686-dbc5-4f91-b3eb-2e60e9b90617.png,0
/home/an/spbu_deep_learning/classification/splitted/test/1890fa88-7d8b-42a5-8662-85a160957486.jpg,13
/home/an/spbu_deep_learning/classification/splitted/test/910dcb64-333c-48e6-b86e-8ad58462f4ee.png,10
/home/an/spbu_deep_learning/classification/splitted/test/7e4df988-3a4a-4a06-81ad-82424df9b7c4.png,7
/home/an/spbu_deep_learning/classification/splitted/test/6967c4f6-bd70-41df-aedc-92321e86c6f6.jpg,14
/home/an/spbu_deep_learning/classification/splitted/test/5d53a15a-5016-4172-a470-9ce5bbf12347.png,5
/home/an/spbu_deep_learning/classification/splitted/test/cc3b42f3-58b1-4088-96a3-1e21c3deff4a.png,3
/home/an/spbu_deep_learning/classification/splitted/test/68a3874d-ff93-4c72-a683-3c922661b674.png,5
/home/an/spbu_deep_learning/classification/splitted/test/28ac25bb-4b01-46e4-a1b6-595bc8cae04d.jpg,0
/home/an/spbu_deep_learning/classification/splitted/test/f6bea0d8-392d-4a83-80bb-22b8555b8bbf.png,6
/home/an/spbu_deep_learning/classification/splitted/test/d0ef53ee-88d2-4610-882c-b7c3d4674585.png,16
/home/an/spbu_deep_learning/classification/splitted/test/7ccd21db-cc73-4cc7-8a2a-6a0ac6cded9b.jpg,6
/home/an/spbu_deep_learning/classification/splitted/test/ce9adf72-8768-4f7f-a68c-d4fd91a05f09.jpg,17
/home/an/spbu_deep_learning/classification/splitted/test/67d8213f-00ce-4130-a43a-f3983d6c5fc1.png,3
/home/an/spbu_deep_learning/classification/splitted/test/8643c18d-cd8c-4fa5-8a7a-931e97ba2add.jpg,8
/home/an/spbu_deep_learning/classification/splitted/test/b5bfff81-ea44-4e61-b63e-72eed3788f4b.png,7
/home/an/spbu_deep_learning/classification/splitted/test/fb692e36-c8f0-4273-88b6-892ef43b650d.png,2
/home/an/spbu_deep_learning/classification/splitted/test/6cf4cdc6-bbb9-423f-83a0-b0c223383e4b.png,13
/home/an/spbu_deep_learning/classification/splitted/test/cfff354a-81f6-475f-bf70-02e067324506.png,7
/home/an/spbu_deep_learning/classification/splitted/test/9211e7d9-6f83-4152-a59b-52e8da1487ae.png,7
/home/an/spbu_deep_learning/classification/splitted/test/74c9bc12-b7a7-4e09-81c0-a750fa72d0f7.jpg,13
/home/an/spbu_deep_learning/classification/splitted/test/69350e65-2a5b-44cf-937f-0d79e8aff93d.png,16
/home/an/spbu_deep_learning/classification/splitted/test/ec5ff65d-5e97-4fa8-bd34-13f8dfd1dab1.png,16
/home/an/spbu_deep_learning/classification/splitted/test/aebd5d8f-a5b2-440c-a072-a0f7d0afb813.png,1
/home/an/spbu_deep_learning/classification/splitted/test/1738afd0-0a23-48bd-a8dd-a3751eedcfd2.png,15
/home/an/spbu_deep_learning/classification/splitted/test/3800a84e-6465-423a-818f-24d37773d122.png,8
/home/an/spbu_deep_learning/classification/splitted/test/1b0476df-1b0a-4643-9519-cf130f44a213.jpg,17
/home/an/spbu_deep_learning/classification/splitted/test/f3817e7e-dd3f-41ab-b50b-5e0a8f52722c.jpg,17
/home/an/spbu_deep_learning/classification/splitted/test/73802718-867a-4810-8f45-3480a55c78a8.jpg,9
/home/an/spbu_deep_learning/classification/splitted/test/03fbe8f8-2d96-4738-bb58-2a1f69e4b799.png,7
/home/an/spbu_deep_learning/classification/splitted/test/8e15a00e-3542-455c-b199-dacc47ffe93e.png,5
/home/an/spbu_deep_learning/classification/splitted/test/bc383478-56de-4a29-bf45-6cfb21cad436.png,0
/home/an/spbu_deep_learning/classification/splitted/test/88bb8b0c-3c32-4308-81f0-92aab5af5f1f.png,16
/home/an/spbu_deep_learning/classification/splitted/test/c1c64123-8905-4977-baa5-3675d50769a5.jpg,14
/home/an/spbu_deep_learning/classification/splitted/test/a7ec7366-790c-4a12-abd2-f68ef1b808e9.png,1
/home/an/spbu_deep_learning/classification/splitted/test/fa3687aa-4ff4-4344-a83a-7867221e32c2.png,0
/home/an/spbu_deep_learning/classification/splitted/test/fb77f113-e688-47c1-af24-a3c9b19c440a.png,12
/home/an/spbu_deep_learning/classification/splitted/test/1829b076-6b5d-4648-ad1a-3d638c1aaf97.png,11
/home/an/spbu_deep_learning/classification/splitted/test/089c7cf7-3c67-4eae-a638-9383807528be.png,4
/home/an/spbu_deep_learning/classification/splitted/test/87c62a53-5744-4763-8c46-fd7f036d261a.png,1
/home/an/spbu_deep_learning/classification/splitted/test/990a808e-5d88-4214-8622-47fc120142dd.jpg,7
/home/an/spbu_deep_learning/classification/splitted/test/db55e63f-ad91-491c-8e01-a2619ea9a4be.png,8
/home/an/spbu_deep_learning/classification/splitted/test/0f123e06-8037-4078-8a59-3c2b1f209669.png,0
/home/an/spbu_deep_learning/classification/splitted/test/f8e74dd4-299c-4fb4-815d-13152c7d2c8e.png,7
/home/an/spbu_deep_learning/classification/splitted/test/0cb1d843-8f09-4ecd-9ad6-1413c07a466e.jpg,14
/home/an/spbu_deep_learning/classification/splitted/test/6310d0c9-ca07-4acf-bf64-f47791f31e6a.png,3
/home/an/spbu_deep_learning/classification/splitted/test/4cdd401c-274d-4ea4-aaa8-b24f98e87ce4.png,6
/home/an/spbu_deep_learning/classification/splitted/test/daff6b32-574b-4af6-a0ba-50b2ecf1cbed.png,4
/home/an/spbu_deep_learning/classification/splitted/test/29b74340-5057-4833-9128-ed01ca759b24.png,3
/home/an/spbu_deep_learning/classification/splitted/test/58d8b53c-1e90-4b10-9545-bcc8396fa4cf.png,4
/home/an/spbu_deep_learning/classification/splitted/test/0a394d58-28ad-4197-966b-a64c7888e679.png,12
/home/an/spbu_deep_learning/classification/splitted/test/fa61e05a-133a-444a-bde4-127bec37e66f.png,0
/home/an/spbu_deep_learning/classification/splitted/test/61589581-88b9-4db1-afcb-8239cbcd5cb5.png,2
/home/an/spbu_deep_learning/classification/splitted/test/6ae0aca0-643b-4190-935f-857c1b134c9e.jpg,17
/home/an/spbu_deep_learning/classification/splitted/test/3cee6cb2-0063-4f94-9f19-d21de0a25afd.png,15
/home/an/spbu_deep_learning/classification/splitted/test/bdf4a2bb-9b70-4806-94e0-bcf4d64a0a8d.png,3
/home/an/spbu_deep_learning/classification/splitted/test/a5fe8591-eb6a-4524-9fd3-3406445e6688.jpg,13
/home/an/spbu_deep_learning/classification/splitted/test/6c74ab33-85e7-461f-baef-d75b91157776.png,16
/home/an/spbu_deep_learning/classification/splitted/test/cfd3421d-60a7-4b1a-bf5c-fd7efa24c309.jpg,14
/home/an/spbu_deep_learning/classification/splitted/test/e3614a1b-1ebb-42b8-862e-fdc20218422b.jpg,14
/home/an/spbu_deep_learning/classification/splitted/test/efda51ec-8fd2-4554-a31a-68108ec43888.jpg,0
/home/an/spbu_deep_learning/classification/splitted/test/f9acb901-f619-42a4-8acf-59e9dc637f8b.png,17
/home/an/spbu_deep_learning/classification/splitted/test/906eb257-c17e-44dd-9230-158f416e6327.jpg,14
/home/an/spbu_deep_learning/classification/splitted/test/a22966e1-892b-438d-946f-34caf84a0d26.jpg,13
/home/an/spbu_deep_learning/classification/splitted/test/c43fa7a0-afe6-4bda-8052-4485464cdca2.png,16
/home/an/spbu_deep_learning/classification/splitted/test/1fee4466-3931-47f4-bdaf-4304edab22aa.png,5
/home/an/spbu_deep_learning/classification/splitted/test/2a15b61e-84a7-45f3-bb67-763a4b2cba7a.jpg,13
/home/an/spbu_deep_learning/classification/splitted/test/3960f194-8092-4ef9-9924-814d0f4ffe38.png,16
/home/an/spbu_deep_learning/classification/splitted/test/64e03985-6ff5-43fc-a1da-e581dd61c0c7.png,7
/home/an/spbu_deep_learning/classification/splitted/test/f3f4a9f9-a055-48ee-aa0e-222b35f978e2.png,1
/home/an/spbu_deep_learning/classification/splitted/test/40ac7c57-3a72-46c6-94c5-d18009f20c50.png,2
/home/an/spbu_deep_learning/classification/splitted/test/a2fe3409-a4b9-409a-b508-724e71347032.png,10
/home/an/spbu_deep_learning/classification/splitted/test/602e58bf-8317-435e-b6df-63601dcd3326.png,5
/home/an/spbu_deep_learning/classification/splitted/test/c5f2778d-85bf-467e-ac46-626055aa2e9d.png,1
/home/an/spbu_deep_learning/classification/splitted/test/9b9aa5d8-1df1-412c-867e-f477207e848c.jpg,0
/home/an/spbu_deep_learning/classification/splitted/test/7fd28f99-f81f-406d-921f-98d31a262dd3.png,4
/home/an/spbu_deep_learning/classification/splitted/test/d6fd0487-5e40-4408-94e2-4bdfcc9b4d4c.png,1
/home/an/spbu_deep_learning/classification/splitted/test/119ac03a-3b9e-4b11-b5b2-9e665e1dc7c4.png,15
/home/an/spbu_deep_learning/classification/splitted/test/768c60f0-d293-490a-9a41-ee48cd88d80f.png,12
/home/an/spbu_deep_learning/classification/splitted/test/bf05591f-e95b-4312-9f46-404a952242ba.png,7
/home/an/spbu_deep_learning/classification/splitted/test/88f6f8c2-d752-4876-b3c0-a5407ecd30f3.png,12
/home/an/spbu_deep_learning/classification/splitted/test/1bce4ae3-a984-410e-ae3d-d010e245199b.jpg,6
/home/an/spbu_deep_learning/classification/splitted/test/0f15d71d-a94c-4638-aaf2-170d288be9c1.png,7
/home/an/spbu_deep_learning/classification/splitted/test/cd6618c3-7116-4d05-b847-06c8e55f60cf.png,11
/home/an/spbu_deep_learning/classification/splitted/test/3375e62c-a1aa-4a2d-a932-05895928572c.jpg,17
/home/an/spbu_deep_learning/classification/splitted/test/ca91a4f3-cdab-45a0-b9c7-b89ddb7758b5.png,6
/home/an/spbu_deep_learning/classification/splitted/test/a50e31ea-0e3b-4552-8c19-b103601389f4.png,8
/home/an/spbu_deep_learning/classification/splitted/test/5cdaf3e1-3fdc-4c2f-8cbe-9ae8b977721c.png,11
/home/an/spbu_deep_learning/classification/splitted/test/f399bc4b-b003-4473-925e-931e38f84bff.jpg,13
/home/an/spbu_deep_learning/classification/splitted/test/248a312c-cbc3-4416-b558-db368f71cc79.png,8
/home/an/spbu_deep_learning/classification/splitted/test/8bf58cef-1c4b-4126-a1d0-95ad89aa0720.jpg,13
/home/an/spbu_deep_learning/classification/splitted/test/6e9ef0cb-96a1-4a38-92c9-2719a9c9828e.png,7
/home/an/spbu_deep_learning/classification/splitted/test/ed889294-200c-4ebd-bf07-defe48b2b4b0.png,16
/home/an/spbu_deep_learning/classification/splitted/test/2c3ce5b8-07b4-40e7-8e45-b26c5c1fc8da.png,16
/home/an/spbu_deep_learning/classification/splitted/test/36fbf268-097b-4fcf-afd0-b594046b0341.png,16
/home/an/spbu_deep_learning/classification/splitted/test/8d83caa2-d919-4664-88b4-9c71d2f6fccc.png,10
/home/an/spbu_deep_learning/classification/splitted/test/8cde96f6-b48c-4035-9ab0-1e47dd239dbd.jpg,14
/home/an/spbu_deep_learning/classification/splitted/test/1e83f4fb-20f6-4b97-a0ed-31b558aea9b5.png,12
/home/an/spbu_deep_learning/classification/splitted/test/2c2acc98-6254-446a-a41a-d3783cfd9512.png,4
/home/an/spbu_deep_learning/classification/splitted/test/042dc4f2-777f-4628-bc00-0f9cfd975eab.png,0
/home/an/spbu_deep_learning/classification/splitted/test/c16304dc-c75d-4d49-b0a7-d985c8810902.jpg,17
/home/an/spbu_deep_learning/classification/splitted/test/31e2edaf-794d-436f-a788-49e9aaa95582.png,16
/home/an/spbu_deep_learning/classification/splitted/test/e77fce50-5edd-41b3-ac76-e630ae719aac.png,10
/home/an/spbu_deep_learning/classification/splitted/test/00efbf59-d4c4-4d7e-8bc6-86af36367515.png,10
/home/an/spbu_deep_learning/classification/splitted/test/8230be9f-9f78-4119-b11d-1fef1f4d1274.png,15
/home/an/spbu_deep_learning/classification/splitted/test/d73e2957-4275-4f42-8f8a-6966c213af05.png,4
/home/an/spbu_deep_learning/classification/splitted/test/7fe4ad59-575b-4c97-bd1d-f0ecd002bb44.jpg,0
/home/an/spbu_deep_learning/classification/splitted/test/be2dc5b4-13f8-4bf1-9b1e-73b1afe3fbac.png,11
/home/an/spbu_deep_learning/classification/splitted/test/83e3b07c-7dbc-4c6c-a126-fc1f389e1fca.png,5
/home/an/spbu_deep_learning/classification/splitted/test/2a82b43f-940b-4d2b-986b-0de380ea0e38.png,5
/home/an/spbu_deep_learning/classification/splitted/test/f145da4e-5ee9-4bce-9aae-7b6482cb84a4.jpg,13
/home/an/spbu_deep_learning/classification/splitted/test/c947a3cb-fba9-45d9-928f-defdcb3f91af.png,16
/home/an/spbu_deep_learning/classification/splitted/test/2baaf384-034b-4604-8479-8b808d2c838c.png,4
/home/an/spbu_deep_learning/classification/splitted/test/b80535cd-e94f-4732-a7d9-93f3a1723711.png,5
/home/an/spbu_deep_learning/classification/splitted/test/8356a9e7-4bd7-4697-8b32-711bd917e06b.jpeg,14
/home/an/spbu_deep_learning/classification/splitted/test/da4317ea-8a8e-4b04-bd7d-1a34c1ec8cda.png,9
/home/an/spbu_deep_learning/classification/splitted/test/a117fff3-dfed-4bc7-994d-f93a1a661920.png,5
/home/an/spbu_deep_learning/classification/splitted/test/6669c683-49d2-499e-ba43-74b7cf116c64.png,16
/home/an/spbu_deep_learning/classification/splitted/test/b10eebc1-8f0c-4e8f-9ea8-7d9f43747c54.png,1
/home/an/spbu_deep_learning/classification/splitted/test/8a335acf-7bff-4843-82e4-c0fe4c4c0607.jpg,13
/home/an/spbu_deep_learning/classification/splitted/test/16f0b0cd-1932-4baf-850d-7814a4e567c7.png,0
/home/an/spbu_deep_learning/classification/splitted/test/f114acb3-fe18-478b-a19a-1f4cbe098851.png,7
/home/an/spbu_deep_learning/classification/splitted/test/155cd45c-ceb5-4ac6-aeed-44f26143dc77.png,10
/home/an/spbu_deep_learning/classification/splitted/test/72405b40-e84c-457c-b088-0cedb21e6335.png,15
/home/an/spbu_deep_learning/classification/splitted/test/d4c84464-8dda-4122-b3ee-989ff1ab1c75.png,11
/home/an/spbu_deep_learning/classification/splitted/test/e66c9f17-0b6a-47d9-b2ce-ce42890c7991.png,5
/home/an/spbu_deep_learning/classification/splitted/test/99e6312a-51cb-45a9-a38a-e29c2f753845.png,11
/home/an/spbu_deep_learning/classification/splitted/test/6f3c3b65-3175-4691-8077-6b539818fc8c.png,3
/home/an/spbu_deep_learning/classification/splitted/test/e737bb24-d435-4368-b497-22f3afeab2e9.png,1
/home/an/spbu_deep_learning/classification/splitted/test/4fb27efd-11aa-4b97-bfff-54b477f9bd2c.png,11
/home/an/spbu_deep_learning/classification/splitted/test/cf40b620-914f-40f2-985b-adccff5f7234.jpg,16
/home/an/spbu_deep_learning/classification/splitted/test/d138e167-7a6a-47e9-ad48-ac27dc511bb2.png,3
/home/an/spbu_deep_learning/classification/splitted/test/c0f1eba1-3cd0-42a8-8aa6-7035c2916637.png,3
/home/an/spbu_deep_learning/classification/splitted/test/7e5d966b-823b-4210-aa46-9e13603168e9.png,6
/home/an/spbu_deep_learning/classification/splitted/test/3776419c-4f37-4001-b757-e6ca60ed134e.png,10
/home/an/spbu_deep_learning/classification/splitted/test/9832d8c3-a5c5-4999-be78-2b2c354b419b.png,1
/home/an/spbu_deep_learning/classification/splitted/test/62650667-6d71-4a78-afef-6ee79f11ff91.png,7
/home/an/spbu_deep_learning/classification/splitted/test/df61ac14-d11f-4c28-b5da-2ab3c1d300de.png,5
/home/an/spbu_deep_learning/classification/splitted/test/00c99fe0-e1c9-48ef-8d16-1ea380f190cd.png,6
/home/an/spbu_deep_learning/classification/splitted/test/d7c7ee52-313c-4bd6-83f6-e918c8a22079.png,0
/home/an/spbu_deep_learning/classification/splitted/test/b583fbe9-3d6a-4c5b-bc5b-7caf2829da49.jpg,14
/home/an/spbu_deep_learning/classification/splitted/test/fe5fce50-60ba-474d-8222-54cdabcac2a1.jpg,14
/home/an/spbu_deep_learning/classification/splitted/test/7c307cb2-3f59-41b1-87e5-177179851e68.png,4
/home/an/spbu_deep_learning/classification/splitted/test/b6cb5976-4d2d-48f6-855c-bbe713d8fdb2.jpg,0
/home/an/spbu_deep_learning/classification/splitted/test/c3ca2fac-bde8-4f4e-8da4-a271b5f06cef.png,1
/home/an/spbu_deep_learning/classification/splitted/test/92eb7799-fc72-4cd4-952a-b44eedffc706.png,16
/home/an/spbu_deep_learning/classification/splitted/test/a1109b4a-d516-4845-962d-89443621805b.png,16
/home/an/spbu_deep_learning/classification/splitted/test/c00f97f6-9d5c-4bf9-a7a8-eff3a476acbf.png,0
/home/an/spbu_deep_learning/classification/splitted/test/d75ee88f-f0ed-45ce-80d7-ab337870131a.png,8
/home/an/spbu_deep_learning/classification/splitted/test/31b6d855-e5fd-44cc-873c-58798e3c3c71.jpg,14
/home/an/spbu_deep_learning/classification/splitted/test/851df049-ddcf-4942-b4b2-48d69f640c89.png,0
/home/an/spbu_deep_learning/classification/splitted/test/0d2796ef-c139-4d9f-83a0-ddb11466df19.png,4
/home/an/spbu_deep_learning/classification/splitted/test/122b49c4-829a-4fb3-b86a-2482aea88b74.png,3
/home/an/spbu_deep_learning/classification/splitted/test/cc9809c8-cd9c-4cbb-96d5-5c9d04c59834.jpg,11
/home/an/spbu_deep_learning/classification/splitted/test/fb8d70db-7506-4858-a59b-de8dd65de27d.jpg,17
/home/an/spbu_deep_learning/classification/splitted/test/0150c7db-e962-4570-8072-c78d774639f8.jpg,6
/home/an/spbu_deep_learning/classification/splitted/test/859a1bb3-7e1a-46be-a1b1-f2aab9782749.png,11
/home/an/spbu_deep_learning/classification/splitted/test/088a3307-8662-425a-b991-d84f25ed8798.png,11
/home/an/spbu_deep_learning/classification/splitted/test/b51a66f0-dc79-40f0-bbc2-817dc81bc663.png,8
/home/an/spbu_deep_learning/classification/splitted/test/6d562081-77f1-4139-a321-e66b62f6afc0.png,2
/home/an/spbu_deep_learning/classification/splitted/test/39a5d14c-9920-4f4a-998b-46b0045b977c.png,4
/home/an/spbu_deep_learning/classification/splitted/test/7047619d-6f06-4e67-bd59-5c0d7b82768a.png,11
/home/an/spbu_deep_learning/classification/splitted/test/03ad224e-e62a-4b78-a19d-1dc90f6e9f8e.jpeg,0
/home/an/spbu_deep_learning/classification/splitted/test/fa618b99-96fb-4460-9809-2fa170ec8cbd.png,5
/home/an/spbu_deep_learning/classification/splitted/test/220af6c9-b13b-4201-9593-c8598dca9562.png,5
/home/an/spbu_deep_learning/classification/splitted/test/fcae8bab-86f1-4f11-a673-f414e8b87659.png,16
/home/an/spbu_deep_learning/classification/splitted/test/285aec8d-5e99-4454-811f-601ffa213f4b.png,11
/home/an/spbu_deep_learning/classification/splitted/test/cfc2668e-ea2b-4514-a3cb-26f4a137430b.jpg,6
/home/an/spbu_deep_learning/classification/splitted/test/cb469c9e-e7fd-49ea-a145-86670a80a1d1.png,7
/home/an/spbu_deep_learning/classification/splitted/test/8d3a6f87-1310-432e-8fba-87c7fe31d452.png,3
/home/an/spbu_deep_learning/classification/splitted/test/a6b59933-2b27-4184-8c3c-1e5818c57097.jpg,13
/home/an/spbu_deep_learning/classification/splitted/test/968eae64-2a3c-4e5e-9b21-38af3751b627.png,4
/home/an/spbu_deep_learning/classification/splitted/test/17d67bb5-6131-4ac7-a230-d3fcd44e7649.png,10
/home/an/spbu_deep_learning/classification/splitted/test/a77018cd-087c-4bb9-8ca8-1184f8a8fe7a.png,8
/home/an/spbu_deep_learning/classification/splitted/test/f13d0255-8072-4068-a2f9-97eb594e1693.jpg,13
/home/an/spbu_deep_learning/classification/splitted/test/7ac452f3-6e38-4173-a9b3-5e2e8069b809.png,13
/home/an/spbu_deep_learning/classification/splitted/test/4b790d76-6cbc-49cf-90ce-422dfb7e5787.jpg,17
/home/an/spbu_deep_learning/classification/splitted/test/ce5a8dbd-aadb-449f-b145-0cbb21c5873c.jpg,0
/home/an/spbu_deep_learning/classification/splitted/test/2f2038f5-a65e-4cd3-b075-d43bef87f166.png,5
/home/an/spbu_deep_learning/classification/splitted/test/2bf6e733-4566-4c1e-bcf9-5148746d5625.png,3
/home/an/spbu_deep_learning/classification/splitted/test/36ade900-fb0e-467c-b9e4-ae008a846921.png,5
/home/an/spbu_deep_learning/classification/splitted/test/bae476d5-3f5c-4fe5-ad61-87f2a8899f4f.jpg,6
/home/an/spbu_deep_learning/classification/splitted/test/f36c8854-f1cf-4096-8ad1-d92270d66c79.png,11
/home/an/spbu_deep_learning/classification/splitted/test/0ccf62ee-22b6-4138-bd2f-f4740bd3a524.jpg,13
/home/an/spbu_deep_learning/classification/splitted/test/3c7123eb-42e8-4f15-91ad-4c436e1df727.jpg,13
/home/an/spbu_deep_learning/classification/splitted/test/37485bd8-a657-4140-9149-424f7286c5ce.png,15
/home/an/spbu_deep_learning/classification/splitted/test/49c57c98-3f69-45fe-827b-32e035c2e61b.jpg,0
/home/an/spbu_deep_learning/classification/splitted/test/c9a32895-621c-47b4-846d-967eac418ad6.png,7
/home/an/spbu_deep_learning/classification/splitted/test/f00b9ecc-7d01-4914-b5d5-7897068be021.png,16
/home/an/spbu_deep_learning/classification/splitted/test/c0f9aa20-adf1-41f5-b975-274a9673f920.png,15
/home/an/spbu_deep_learning/classification/splitted/test/4e85d41e-3d3d-4968-9821-cc64a931c048.png,11
/home/an/spbu_deep_learning/classification/splitted/test/9638e650-cff0-43af-b117-1f024d44c918.png,5
/home/an/spbu_deep_learning/classification/splitted/test/cdbb8dbb-c9cd-4f1f-a78f-6e98dc70bc40.png,10
/home/an/spbu_deep_learning/classification/splitted/test/c805d41c-c78b-4c72-8517-1ad4c018157c.png,12
/home/an/spbu_deep_learning/classification/splitted/test/d45901cb-0c59-4de8-af5c-6cd546ae94c1.png,16
/home/an/spbu_deep_learning/classification/splitted/test/79b75cf8-7772-48b2-a262-db25e11654a3.png,7
/home/an/spbu_deep_learning/classification/splitted/test/40c99539-c947-4dfd-b05a-bcaaf82245aa.png,7
/home/an/spbu_deep_learning/classification/splitted/test/f22822d4-9b5f-45a0-ac85-070433c14ce4.png,2
/home/an/spbu_deep_learning/classification/splitted/test/1e9c0575-9561-4dda-85c0-489f2cddb4f3.jpg,6
/home/an/spbu_deep_learning/classification/splitted/test/405f08ee-ffbd-478f-9760-ed73ef2374ec.jpg,14
/home/an/spbu_deep_learning/classification/splitted/test/aec0d186-f934-4541-b3ba-d35cb0dfd2c2.png,12
/home/an/spbu_deep_learning/classification/splitted/test/84992999-2023-4445-ab84-92938b168459.png,3
